Name,Type,Business Name,Connector,Database,Schema,Lineage Depth,Description,Owner users,Owner groups,Certification Status,Certification Message,Tags,Propagated Tags,Terms,Announcement Type,Announcement Title,Announcement Message,Last Refresh on Source,Usage,Popularity,Qualified Name,Source Asset GUID,Impacted Asset GUID,Atlan URL,Immediate upstream,Immediate downstream
CANDIDATE_FUNNEL_POC,View,,snowflake,PROD_ENTERPRISE,OPERATIONS,2,,,,,,,,,,,,"Jan 27, 2024, 12:01:44 AM",247 queries by 6 users,HIGH USAGE,default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC,2123721c-4718-4a03-a2b1-015e2184a80a,6d92da70-fedd-40bc-88f7-d36b0367a08b,https://employbridge.atlan.com/assets/6d92da70-fedd-40bc-88f7-d36b0367a08b/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), AUDITBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/AUDITBASE), CDA_ACTIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ACTIONBASE), CDA_EMPLOYEEBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_EMPLOYEEBASE), CDA_ASSIGNMENTBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ASSIGNMENTBASE), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), CDA_ONLINEAPPLICATIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ONLINEAPPLICATIONBASE), CDA_REPLACEMENTORDERTRACKINGBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_REPLACEMENTORDERTRACKINGBASE), ACTIVITYPOINTERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/ACTIVITYPOINTERBASE), CDA_JOBORDERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_JOBORDERBASE), INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO), DIM_DATE (default/snowflake/1715075875/PROD_DATAWAREHOUSE/ENT/DIM_DATE), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR)",SQL_SOURCE_ORG (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/SQL_SOURCE_ORG)
VW_APOLLO_DASHBOARD,View,,snowflake,PROD_ENTERPRISE,OPERATIONS,2,,,,,,,,,,,,"Oct 27, 2022, 11:37:23 PM",138 queries by 5 users,HIGH USAGE,default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD,2123721c-4718-4a03-a2b1-015e2184a80a,c5cb7b8a-b360-4cc0-a071-935df6310b16,https://employbridge.atlan.com/assets/c5cb7b8a-b360-4cc0-a071-935df6310b16/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), AUDITBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/AUDITBASE), CDA_ACTIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ACTIONBASE), CDA_EMPLOYEEBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_EMPLOYEEBASE), CDA_ASSIGNMENTBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ASSIGNMENTBASE), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), CDA_ONLINEAPPLICATIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ONLINEAPPLICATIONBASE), CDA_REPLACEMENTORDERTRACKINGBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_REPLACEMENTORDERTRACKINGBASE), ACTIVITYPOINTERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/ACTIVITYPOINTERBASE), CDA_JOBORDERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_JOBORDERBASE), INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO), DIM_DATE (default/snowflake/1715075875/PROD_DATAWAREHOUSE/ENT/DIM_DATE), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR)",VW_APOLLO_DASHBOARD (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_APOLLO_DASHBOARD)
VW_ACCOUNTINGUNIT_MSA,View,,snowflake,DEV_SANDBOX_MERILYTICS,DATAWAREHOUSE,2,This view maps Accounting Unit and MSAs with zip-codes and Divisions,,,VERIFIED,,,,,,,,"Oct 13, 2025, 11:32:36 AM",1648 queries by 17 users,HIGH USAGE,default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_ACCOUNTINGUNIT_MSA,2123721c-4718-4a03-a2b1-015e2184a80a,f21eabc0-6d09-4cd0-ade1-8d75f32214ce,https://employbridge.atlan.com/assets/f21eabc0-6d09-4cd0-ade1-8d75f32214ce/overview?utm_source=impact_analysis_report,"ACCOUNTING_UNIT_HIERARCHY_DIM (default/snowflake/1715075875/PROD_EDW/ENT/ACCOUNTING_UNIT_HIERARCHY_DIM), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), JOBORDER_FACT (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_FACT), ZIP_MSA_RAW (default/snowflake/1715075875/PROD_EDW/ODS/ZIP_MSA_RAW)",VW_ACCOUNTINGUNIT_MSA (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_ACCOUNTINGUNIT_MSA)
CANDIDATE_FUNNEL_PRODRIVERS_LICENSE,View,,snowflake,PROD_ENTERPRISE,OPERATIONS,2,,,,,,,,,,,,"Oct 7, 2022, 1:34:28 AM",66 queries by 3 users,HIGH USAGE,default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE,2123721c-4718-4a03-a2b1-015e2184a80a,b7ff3bef-aa1e-4796-a43d-7e3bc892c590,https://employbridge.atlan.com/assets/b7ff3bef-aa1e-4796-a43d-7e3bc892c590/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), CDA_EMPLOYEEBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_EMPLOYEEBASE)",CANDIDATE_FUNNEL_PRODRIVERS_LICENSE (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE)
ZIP_MSA_RAW,Table,,snowflake,PROD_EDW,ODS,2,,,"data_team, edw",VERIFIED,,,,,,,,"Mar 18, 2025, 4:41:54 PM",407 queries by 6 users,HIGH USAGE,default/snowflake/1715075875/PROD_EDW/ODS/ZIP_MSA_RAW,2123721c-4718-4a03-a2b1-015e2184a80a,2470153c-c87f-431f-86f7-662ed15b2013,https://employbridge.atlan.com/assets/2470153c-c87f-431f-86f7-662ed15b2013/overview?utm_source=impact_analysis_report,,"ZIP_MSA_RAW (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/ZIP_MSA_RAW), VW_ACCOUNTINGUNIT_MSA (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_ACCOUNTINGUNIT_MSA), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), LOCATION_DIM (default/snowflake/1715075875/PROD_EDW/ENT/LOCATION_DIM), EMPLOYEE_DIM (default/snowflake/1715075875/PROD_EDW/ENT_SD/EMPLOYEE_DIM)"
VW_USERBRANCH,View,,snowflake,PROD_EDW,ENT,2,,,"data_team, edw",VERIFIED,,,,,,,,"Apr 7, 2023, 1:32:23 AM",483 queries by 5 users,HIGH USAGE,default/snowflake/1715075875/PROD_EDW/ENT/VW_USERBRANCH,2123721c-4718-4a03-a2b1-015e2184a80a,d5578fee-fdc9-4849-a60e-f8f47024a8fb,https://employbridge.atlan.com/assets/d5578fee-fdc9-4849-a60e-f8f47024a8fb/overview?utm_source=impact_analysis_report,"ACTIVE_DIRECTORY_DIM (default/snowflake/1715075875/PROD_EDW/ENT/ACTIVE_DIRECTORY_DIM), COLLEAGUE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/COLLEAGUE_DIM), SYSTEM_USERS_DIM (default/snowflake/1715075875/PROD_EDW/ENT/SYSTEM_USERS_DIM), MANUAL_USERS_DIM (default/snowflake/1715075875/PROD_EDW/ENT/MANUAL_USERS_DIM), USER_BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/USER_BRANCH_DIM)",VW_USERBRANCH (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_USERBRANCH)
DATE_DIM,Table,,snowflake,PROD_EDW,ENT,2,,,"data_team, edw",VERIFIED,,,,DATE_DIM,,,,"Mar 7, 2026, 3:30:05 PM",6127 queries by 37 users,HIGH USAGE,default/snowflake/1715075875/PROD_EDW/ENT/DATE_DIM,2123721c-4718-4a03-a2b1-015e2184a80a,6444e373-f3fc-4ab2-ab6f-0250d71b12e3,https://employbridge.atlan.com/assets/6444e373-f3fc-4ab2-ab6f-0250d71b12e3/overview?utm_source=impact_analysis_report,DATE_HOLIDAYS (default/snowflake/1715075875/PROD_EDW/STAGE/DATE_HOLIDAYS),"DATE_DIM (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/DATE_DIM), JOBORDER_FACT (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_FACT), VW_WBS_BIWEEKLY_ALT_BIWEEKLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_BIWEEKLY_ALT_BIWEEKLY), VW_WBS_HD_INTEGRATION_MONTHLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_HD_INTEGRATION_MONTHLY), VW_WBS_HD_INTEGRATION_BIWEEKLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_HD_INTEGRATION_BIWEEKLY), VW_WBS_SS_INTEGRATION_BIWEEKLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_SS_INTEGRATION_BIWEEKLY), VW_WBS_SS_INTEGRATION_MONTHLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_SS_INTEGRATION_MONTHLY), VW_WBS_MONTHLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_MONTHLY), VW_WBS_TDG_INTEGRATION_MONTHLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_TDG_INTEGRATION_MONTHLY), VW_WBS_TDG_INTEGRATION_BIWEEKLY (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_TDG_INTEGRATION_BIWEEKLY)"
TBL_WBS_RECAST,Table,,snowflake,DEV_SANDBOX_MERILYTICS,DATAWAREHOUSE,2,,,,VERIFIED,,,,,,,,"Mar 7, 2026, 12:19:58 AM",780 queries by 13 users,HIGH USAGE,default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/TBL_WBS_RECAST,2123721c-4718-4a03-a2b1-015e2184a80a,27931680-59be-4902-83cf-1643a7240308,https://employbridge.atlan.com/assets/27931680-59be-4902-83cf-1643a7240308/overview?utm_source=impact_analysis_report,VW_WBS_RECAST (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_WBS_RECAST),TBL_WBS_RECAST (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/TBL_WBS_RECAST)
BRANCH_DIM,Table,,snowflake,PROD_EDW,ENT,2,,,"data_team, edw",VERIFIED,,,,BRANCH_DIM,,,,"Mar 7, 2026, 3:33:17 PM",9321 queries by 36 users,HIGH USAGE,default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM,2123721c-4718-4a03-a2b1-015e2184a80a,540676dd-0baa-482a-a505-305dc23b69b9,https://employbridge.atlan.com/assets/540676dd-0baa-482a-a505-305dc23b69b9/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), CDA_AREABASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_AREABASE), CDA_BRANCHBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_BRANCHBASE), BRANCH__C (default/snowflake/1715075875/PROD_DATALAKE/SALESFORCE/BRANCH__C), DATA_SOURCE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/DATA_SOURCE_DIM), SYSTEMUSERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/SYSTEMUSERBASE), LOB_DIM (default/snowflake/1715075875/PROD_EDW/ENT/LOB_DIM), CDA_REGIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_REGIONBASE), BRANCH (default/snowflake/1715075875/PROD_DATALAKE/OAE_PROD/BRANCH), ZIP_MSA_RAW (default/snowflake/1715075875/PROD_EDW/ODS/ZIP_MSA_RAW)","BRANCH_DIM (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/BRANCH_DIM), CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), VW_ACCOUNTINGUNIT_MSA (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_ACCOUNTINGUNIT_MSA), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), JOBORDER_FACT (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_FACT), CUSTOMER_DIM (default/snowflake/1715075875/PROD_EDW/ENT/CUSTOMER_DIM), JOBORDER_DIM (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_DIM), EMPLOYEE_DIM (default/snowflake/1715075875/PROD_EDW/ENT_SD/EMPLOYEE_DIM)"
CANDIDATE_FUNNEL_POC_PRODRIVERS_T1,View,,snowflake,PROD_ENTERPRISE,OPERATIONS,2,,,,,,,,,,,,"Oct 27, 2022, 11:36:44 PM",43 queries by 3 users,HIGH USAGE,default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1,2123721c-4718-4a03-a2b1-015e2184a80a,2f03de63-ee9f-439d-ade9-7cb30dc3e915,https://employbridge.atlan.com/assets/2f03de63-ee9f-439d-ade9-7cb30dc3e915/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), AUDITBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/AUDITBASE), CDA_ACTIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ACTIONBASE), CDA_EMPLOYEEBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_EMPLOYEEBASE), CDA_ASSIGNMENTBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ASSIGNMENTBASE), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), CDA_ONLINEAPPLICATIONBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ONLINEAPPLICATIONBASE), CDA_REPLACEMENTORDERTRACKINGBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_REPLACEMENTORDERTRACKINGBASE), ACTIVITYPOINTERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/ACTIVITYPOINTERBASE), CDA_JOBORDERBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_JOBORDERBASE), INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/INTERVIEWTABLE_CANDIDATEFUNNEL_INCLUDING_AIO), DIM_DATE (default/snowflake/1715075875/PROD_DATAWAREHOUSE/ENT/DIM_DATE), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR)",SQL_SOURCE (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/SQL_SOURCE)
VW_EMPLOYEE_STATUS,View,,snowflake,DEV_SANDBOX_MERILYTICS,DATAWAREHOUSE,2,,,,,,,,,,,,"May 16, 2025, 3:44:06 PM",65 queries by 1 user,HIGH USAGE,default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_EMPLOYEE_STATUS,2123721c-4718-4a03-a2b1-015e2184a80a,71ffa782-6725-4d24-b4a6-ab43edf1e962,https://employbridge.atlan.com/assets/71ffa782-6725-4d24-b4a6-ab43edf1e962/overview?utm_source=impact_analysis_report,EMPLOYEE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/EMPLOYEE_DIM),VW_EMPLOYEE_STATUS (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_EMPLOYEE_STATUS)
STRINGMAPBASE,Table,,snowflake,PROD_DATALAKE,CRM_MSCRM,3,,,,,,,,,,,,"Feb 4, 2026, 10:47:36 PM",181 queries by 10 users,HIGH USAGE,default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE,2123721c-4718-4a03-a2b1-015e2184a80a,2bcf5863-ede2-4cf8-b63c-220faf41ad87,https://employbridge.atlan.com/assets/2bcf5863-ede2-4cf8-b63c-220faf41ad87/overview?utm_source=impact_analysis_report,"STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), attrep_changes3F84AF30F8F36C10 (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/attrep_changes3F84AF30F8F36C10)","CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), CANDIDATE_FUNNEL_PRODRIVERS_LICENSE (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE), BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1), STRINGMAPBASE (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/STRINGMAPBASE), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR), JOBORDER_FACT (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_FACT), LOB_DIM (default/snowflake/1715075875/PROD_EDW/ENT/LOB_DIM), DIM_JOB_ORDER (default/snowflake/1715075875/DATALAKE/PUBLIC/DIM_JOB_ORDER), LOCATION_DIM (default/snowflake/1715075875/PROD_EDW/ENT/LOCATION_DIM), JOB_CODE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/JOB_CODE_DIM), CUSTOMER_DIM (default/snowflake/1715075875/PROD_EDW/ENT/CUSTOMER_DIM), JOBORDER_DIM (default/snowflake/1715075875/PROD_EDW/ENT/JOBORDER_DIM), WC_CODE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/WC_CODE_DIM), TIME_ENTRY_TOOL_DIM (default/snowflake/1715075875/PROD_EDW/ENT/TIME_ENTRY_TOOL_DIM), EMPLOYEE_DIM (default/snowflake/1715075875/PROD_EDW/ENT_SD/EMPLOYEE_DIM)"
AUDITBASE,Table,,snowflake,PROD_DATALAKE,CRM_MSCRM,3,,,,,,,,,,,,"Mar 7, 2026, 9:45:18 PM",,NO USAGE,default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/AUDITBASE,2123721c-4718-4a03-a2b1-015e2184a80a,45374d64-f5f8-4d48-a538-835ffa415ade,https://employbridge.atlan.com/assets/45374d64-f5f8-4d48-a538-835ffa415ade/overview?utm_source=impact_analysis_report,attrep_changesD089CE7E1DCCE970 (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/attrep_changesD089CE7E1DCCE970),"CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1)"
CDA_ACTIONBASE,Table,,snowflake,PROD_DATALAKE,CRM_MSCRM,3,,,,,,,,,,,,"Mar 7, 2026, 9:45:27 PM",,NO USAGE,default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ACTIONBASE,2123721c-4718-4a03-a2b1-015e2184a80a,1a9a351a-1e8c-4c64-a0a9-cc7db531c742,https://employbridge.atlan.com/assets/1a9a351a-1e8c-4c64-a0a9-cc7db531c742/overview?utm_source=impact_analysis_report,attrep_changesD089CE7E1DCCE970 (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/attrep_changesD089CE7E1DCCE970),"CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT)"
CDA_EMPLOYEEBASE,Table,,snowflake,PROD_DATALAKE,CRM_MSCRM,3,,,,,,,,,,,,"Mar 7, 2026, 9:32:46 PM",70 queries by 9 users,HIGH USAGE,default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_EMPLOYEEBASE,2123721c-4718-4a03-a2b1-015e2184a80a,e9a502ce-924c-48c1-8f9c-e939a206e59b,https://employbridge.atlan.com/assets/e9a502ce-924c-48c1-8f9c-e939a206e59b/overview?utm_source=impact_analysis_report,,"CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), CANDIDATE_FUNNEL_PRODRIVERS_LICENSE (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1), FINALIZED_FACT (default/snowflake/1715075875/PROD_EDW/ENT/FINALIZED_FACT), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR), DIM_EMPLOYEE (default/snowflake/1715075875/DATALAKE/PUBLIC/DIM_EMPLOYEE), EMPLOYEE_DIM (default/snowflake/1715075875/PROD_EDW/ENT_SD/EMPLOYEE_DIM), REPORT_DIMENSIONS_TEMP (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_DIMENSIONS_TEMP)"
CDA_ASSIGNMENTBASE,Table,,snowflake,PROD_DATALAKE,CRM_MSCRM,3,,,,,,,,,,,,"Mar 7, 2026, 9:16:04 PM",440 queries by 9 users,HIGH USAGE,default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/CDA_ASSIGNMENTBASE,2123721c-4718-4a03-a2b1-015e2184a80a,535047b1-8bcc-47f4-b8c0-25a6cbb90574,https://employbridge.atlan.com/assets/535047b1-8bcc-47f4-b8c0-25a6cbb90574/overview?utm_source=impact_analysis_report,attrep_changes3F84AF30F8F36C10 (default/snowflake/1715075875/PROD_DATALAKE/CRM_MSCRM/attrep_changes3F84AF30F8F36C10),"CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC), VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD), CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1), REPORT_FPR (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_FPR), DIM_ACTIVITY (default/snowflake/1715075875/DATALAKE/PUBLIC/DIM_ACTIVITY), DIM_ASSIGNMENT (default/snowflake/1715075875/DATALAKE/PUBLIC/DIM_ASSIGNMENT), TIME_ENTRY_TOOL_DIM (default/snowflake/1715075875/PROD_EDW/ENT/TIME_ENTRY_TOOL_DIM), REPORT_DIMENSIONS_TEMP (default/snowflake/1715075875/DATALAKE/PUBLIC/REPORT_DIMENSIONS_TEMP)"
