Name,Type,Business Name,Connector,Database,Schema,Lineage Depth,Description,Owner users,Owner groups,Certification Status,Certification Message,Tags,Propagated Tags,Terms,Announcement Type,Announcement Title,Announcement Message,Last Refresh on Source,Usage,Popularity,Qualified Name,Source Asset GUID,Impacted Asset GUID,Atlan URL,Immediate upstream,Immediate downstream
SQL_SOURCE_ORG,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/SQL_SOURCE_ORG,2123721c-4718-4a03-a2b1-015e2184a80a,6f6ec493-f079-4b09-afca-654e5c375e38,https://employbridge.atlan.com/assets/6f6ec493-f079-4b09-afca-654e5c375e38/overview?utm_source=impact_analysis_report,CANDIDATE_FUNNEL_POC (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metric Selector,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metric Selector,2123721c-4718-4a03-a2b1-015e2184a80a,2069963f-d74e-4a13-b504-1ae7e2d36337,https://employbridge.atlan.com/assets/2069963f-d74e-4a13-b504-1ae7e2d36337/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metrics_Definitions,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metrics_Definitions,2123721c-4718-4a03-a2b1-015e2184a80a,d81b5509-f72b-4b8e-8e16-92b9f4fcfdd1,https://employbridge.atlan.com/assets/d81b5509-f72b-4b8e-8e16-92b9f4fcfdd1/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
VW_APOLLO_DASHBOARD,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_APOLLO_DASHBOARD,2123721c-4718-4a03-a2b1-015e2184a80a,ca4d808d-d0ef-49c4-9e32-a059b869b706,https://employbridge.atlan.com/assets/ca4d808d-d0ef-49c4-9e32-a059b869b706/overview?utm_source=impact_analysis_report,VW_APOLLO_DASHBOARD (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/VW_APOLLO_DASHBOARD),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
VW_ACCOUNTINGUNIT_MSA,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_ACCOUNTINGUNIT_MSA,2123721c-4718-4a03-a2b1-015e2184a80a,851306dc-25ac-465d-9de8-021932e3b12d,https://employbridge.atlan.com/assets/851306dc-25ac-465d-9de8-021932e3b12d/overview?utm_source=impact_analysis_report,VW_ACCOUNTINGUNIT_MSA (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_ACCOUNTINGUNIT_MSA),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to First Payment,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to First Payment,2123721c-4718-4a03-a2b1-015e2184a80a,49f3d223-3d2e-4c97-adc5-f5073f6e81bd,https://employbridge.atlan.com/assets/49f3d223-3d2e-4c97-adc5-f5073f6e81bd/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Payment from Assignment,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Payment from Assignment,2123721c-4718-4a03-a2b1-015e2184a80a,1472241d-fbf0-4134-9e14-0a360751e308,https://employbridge.atlan.com/assets/1472241d-fbf0-4134-9e14-0a360751e308/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
CANDIDATE_FUNNEL_PRODRIVERS_LICENSE,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE,2123721c-4718-4a03-a2b1-015e2184a80a,803306a6-1d25-4a05-833c-251fd1b107c1,https://employbridge.atlan.com/assets/803306a6-1d25-4a05-833c-251fd1b107c1/overview?utm_source=impact_analysis_report,CANDIDATE_FUNNEL_PRODRIVERS_LICENSE (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_PRODRIVERS_LICENSE),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
ZIP_MSA_RAW,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/ZIP_MSA_RAW,2123721c-4718-4a03-a2b1-015e2184a80a,ee1b49b5-e693-4429-b229-78abf044ff16,https://employbridge.atlan.com/assets/ee1b49b5-e693-4429-b229-78abf044ff16/overview?utm_source=impact_analysis_report,ZIP_MSA_RAW (default/snowflake/1715075875/PROD_EDW/ODS/ZIP_MSA_RAW),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Parameter,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Parameter,2123721c-4718-4a03-a2b1-015e2184a80a,42105b47-225e-4b47-96fa-3f2c8c821bf1,https://employbridge.atlan.com/assets/42105b47-225e-4b47-96fa-3f2c8c821bf1/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Month_Table,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Month_Table,2123721c-4718-4a03-a2b1-015e2184a80a,15a3dc0a-b87b-4373-ac6b-b303460ebc63,https://employbridge.atlan.com/assets/15a3dc0a-b87b-4373-ac6b-b303460ebc63/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Time Hierarchy,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Time Hierarchy,2123721c-4718-4a03-a2b1-015e2184a80a,28300a80-3e15-4570-8c4a-ca6713b0da90,https://employbridge.atlan.com/assets/28300a80-3e15-4570-8c4a-ca6713b0da90/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metrics_Definitions_Org,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metrics_Definitions_Org,2123721c-4718-4a03-a2b1-015e2184a80a,88e22bf1-e57f-46ec-bfef-cc39dfaa965e,https://employbridge.atlan.com/assets/88e22bf1-e57f-46ec-bfef-cc39dfaa965e/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
VW_USERBRANCH,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_USERBRANCH,2123721c-4718-4a03-a2b1-015e2184a80a,cb038e9b-111f-466d-8b2f-c548cab2196e,https://employbridge.atlan.com/assets/cb038e9b-111f-466d-8b2f-c548cab2196e/overview?utm_source=impact_analysis_report,VW_USERBRANCH (default/snowflake/1715075875/PROD_EDW/ENT/VW_USERBRANCH),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Calcs_Org,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Calcs_Org,2123721c-4718-4a03-a2b1-015e2184a80a,7509893f-5169-4de9-bdcf-6cbe5492edd3,https://employbridge.atlan.com/assets/7509893f-5169-4de9-bdcf-6cbe5492edd3/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
DATE_DIM,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/DATE_DIM,2123721c-4718-4a03-a2b1-015e2184a80a,ca9a6d9b-156c-4bec-9c6a-7f17c42fa92e,https://employbridge.atlan.com/assets/ca9a6d9b-156c-4bec-9c6a-7f17c42fa92e/overview?utm_source=impact_analysis_report,DATE_DIM (default/snowflake/1715075875/PROD_EDW/ENT/DATE_DIM),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Base Year,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Base Year,2123721c-4718-4a03-a2b1-015e2184a80a,67367003-76b4-4d29-9c25-2c4b2246342a,https://employbridge.atlan.com/assets/67367003-76b4-4d29-9c25-2c4b2246342a/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Comparison Year,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Comparison Year,2123721c-4718-4a03-a2b1-015e2184a80a,cf89741e-d1d0-4354-8d8d-92c4aa86c0c9,https://employbridge.atlan.com/assets/cf89741e-d1d0-4354-8d8d-92c4aa86c0c9/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metric Definitions,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metric Definitions,2123721c-4718-4a03-a2b1-015e2184a80a,f6e774fe-40cf-4e64-bff7-dcf53eaccd49,https://employbridge.atlan.com/assets/f6e774fe-40cf-4e64-bff7-dcf53eaccd49/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metric Selector 2,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metric Selector 2,2123721c-4718-4a03-a2b1-015e2184a80a,946900a5-f422-4cf7-a160-58463d462369,https://employbridge.atlan.com/assets/946900a5-f422-4cf7-a160-58463d462369/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
TBL_WBS_RECAST,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/TBL_WBS_RECAST,2123721c-4718-4a03-a2b1-015e2184a80a,0a66f4fe-beb7-4483-aeb3-59a71c6beeed,https://employbridge.atlan.com/assets/0a66f4fe-beb7-4483-aeb3-59a71c6beeed/overview?utm_source=impact_analysis_report,TBL_WBS_RECAST (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/TBL_WBS_RECAST),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Date Table,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Date Table,2123721c-4718-4a03-a2b1-015e2184a80a,2941ccd5-b814-4811-9f31-29f3527feca5,https://employbridge.atlan.com/assets/2941ccd5-b814-4811-9f31-29f3527feca5/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Week_Table,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Week_Table,2123721c-4718-4a03-a2b1-015e2184a80a,4e544628-1188-4ac8-a360-80c712ddc38b,https://employbridge.atlan.com/assets/4e544628-1188-4ac8-a360-80c712ddc38b/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Show,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Show,2123721c-4718-4a03-a2b1-015e2184a80a,2bbf68e1-6b95-4435-9409-f30138ddb983,https://employbridge.atlan.com/assets/2bbf68e1-6b95-4435-9409-f30138ddb983/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Calcs,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Calcs,2123721c-4718-4a03-a2b1-015e2184a80a,0fd74050-1e03-4e29-bfec-ca63d5b04979,https://employbridge.atlan.com/assets/0fd74050-1e03-4e29-bfec-ca63d5b04979/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
BRANCH_DIM,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/BRANCH_DIM,2123721c-4718-4a03-a2b1-015e2184a80a,3b6b9cd7-3c4c-4eb8-8f5d-37d6a05439b8,https://employbridge.atlan.com/assets/3b6b9cd7-3c4c-4eb8-8f5d-37d6a05439b8/overview?utm_source=impact_analysis_report,BRANCH_DIM (default/snowflake/1715075875/PROD_EDW/ENT/BRANCH_DIM),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Parameter 2,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Parameter 2,2123721c-4718-4a03-a2b1-015e2184a80a,4248e43a-69b1-4645-b219-07ef2f57c9c3,https://employbridge.atlan.com/assets/4248e43a-69b1-4645-b219-07ef2f57c9c3/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Finalize,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Finalize,2123721c-4718-4a03-a2b1-015e2184a80a,abb281b1-5b5d-4de4-843f-2f059a37fc9a,https://employbridge.atlan.com/assets/abb281b1-5b5d-4de4-843f-2f059a37fc9a/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Assignment,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Assignment,2123721c-4718-4a03-a2b1-015e2184a80a,ed36c04f-35c1-47d2-b360-f092222f88b9,https://employbridge.atlan.com/assets/ed36c04f-35c1-47d2-b360-f092222f88b9/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Metric Selector_Org,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Metric Selector_Org,2123721c-4718-4a03-a2b1-015e2184a80a,a5e4cc9f-72a1-4c6d-bd0c-aa6a860011eb,https://employbridge.atlan.com/assets/a5e4cc9f-72a1-4c6d-bd0c-aa6a860011eb/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Toggle Selection,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Toggle Selection,2123721c-4718-4a03-a2b1-015e2184a80a,0c45815c-81d0-455a-9366-c34ae659afc5,https://employbridge.atlan.com/assets/0c45815c-81d0-455a-9366-c34ae659afc5/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
SQL_SOURCE,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/SQL_SOURCE,2123721c-4718-4a03-a2b1-015e2184a80a,e498cc58-15d5-4551-9bef-a355495f9261,https://employbridge.atlan.com/assets/e498cc58-15d5-4551-9bef-a355495f9261/overview?utm_source=impact_analysis_report,CANDIDATE_FUNNEL_POC_PRODRIVERS_T1 (default/snowflake/1715075875/PROD_ENTERPRISE/OPERATIONS/CANDIDATE_FUNNEL_POC_PRODRIVERS_T1),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Divisional Heirachy,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Divisional Heirachy,2123721c-4718-4a03-a2b1-015e2184a80a,1f186447-3608-4135-9860-f7b86d2141ca,https://employbridge.atlan.com/assets/1f186447-3608-4135-9860-f7b86d2141ca/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Monthnumber,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Monthnumber,2123721c-4718-4a03-a2b1-015e2184a80a,d683a063-7b4e-4e69-a319-6de8153c2ac0,https://employbridge.atlan.com/assets/d683a063-7b4e-4e69-a319-6de8153c2ac0/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Finalize from Candidate,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Finalize from Candidate,2123721c-4718-4a03-a2b1-015e2184a80a,1a53c72a-44f7-4544-8f65-ebefda5a1b98,https://employbridge.atlan.com/assets/1a53c72a-44f7-4544-8f65-ebefda5a1b98/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Notes Refresh Table,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Notes Refresh Table,2123721c-4718-4a03-a2b1-015e2184a80a,82bf6ab8-75cf-4ab3-ac1e-48da5e67dce6,https://employbridge.atlan.com/assets/82bf6ab8-75cf-4ab3-ac1e-48da5e67dce6/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
Days to Schedule Interview,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/Days to Schedule Interview,2123721c-4718-4a03-a2b1-015e2184a80a,bf2c7045-0f54-429a-b403-c864999e7afb,https://employbridge.atlan.com/assets/bf2c7045-0f54-429a-b403-c864999e7afb/overview?utm_source=impact_analysis_report,,New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
VW_EMPLOYEE_STATUS,Table,,powerbi,,,1,,,,,,,,,,,,,,NO USAGE,default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102/VW_EMPLOYEE_STATUS,2123721c-4718-4a03-a2b1-015e2184a80a,1b6c588b-3876-4731-9ccd-eaaa39d1dc98,https://employbridge.atlan.com/assets/1b6c588b-3876-4731-9ccd-eaaa39d1dc98/overview?utm_source=impact_analysis_report,VW_EMPLOYEE_STATUS (default/snowflake/1715075875/DEV_SANDBOX_MERILYTICS/DATAWAREHOUSE/VW_EMPLOYEE_STATUS),New Candidate Funnel Dashboard (default/powerbi/1715713576/c2fdcbf8-d5b6-475d-ace7-9dd66cd57c78/adeee245-ecd2-4b68-8169-ac8a72709102)
